id,text,aspect,polarity
699,the wine list is interesting and has many good values .,wine list,positive
1370,i 'm still mad that i had to pay for lousy food .,food,negative
3340,this restaurant used to be our regular thursday night dinner location .,dinner location,neutral
3334,definite go if you 're used to good indian restaurant food from abroad .,indian restaurant food,positive
2463,"thr at atmosphere is compact , modern , yet cozy .",at atmosphere,positive
2297,"by far , the best pizza in manhattan .",pizza,positive
1353,"decent thai food in cute - though a bit dank - little nolita hangout , but service terrible .",thai food,positive
1353,"decent thai food in cute - though a bit dank - little nolita hangout , but service terrible .",service,negative
2668,the waiter actually poured water on my hand and walked away .,waiter,negative
2668,the waiter actually poured water on my hand and walked away .,water,neutral
2538,"the food is mostly made from scratch , fresh and well prepared .",food,positive
3060,"worse of all , $ 60 was erroneously added to our $ 80 bill .",bill,negative
2582,"no more reservations , expensive tips and annoying stuff .",reservations,positive
2582,"no more reservations , expensive tips and annoying stuff .",tips,positive
2582,"no more reservations , expensive tips and annoying stuff .",stuff,positive
2071,try the sea bass .,sea bass,positive
1645,$ 20 gets you unlimited sushi of a very high quality i even took a friend here from japan who said it was one of the best sushi places in the us that he has been to .,sushi,positive
1645,$ 20 gets you unlimited sushi of a very high quality i even took a friend here from japan who said it was one of the best sushi places in the us that he has been to .,sushi places,positive
1645,$ 20 gets you unlimited sushi of a very high quality i even took a friend here from japan who said it was one of the best sushi places in the us that he has been to .,quality,positive
765,sushi was n't anything spectacular for the price .,sushi,neutral
765,sushi was n't anything spectacular for the price .,price,negative
2133,"during our meal , the management came over and checked on us and even bought us a round of drinks .",management,positive
2133,"during our meal , the management came over and checked on us and even bought us a round of drinks .",meal,neutral
2133,"during our meal , the management came over and checked on us and even bought us a round of drinks .",round of drinks,neutral
1054,"but they do n't have a toaster , which is strange .",toaster,negative
1040,"so , for good food i 'd recommend it , but not for a fun night out .",food,positive
2278,the menu choices are similar but the taste lacked more flavor than it looked .,menu choices,neutral
2278,the menu choices are similar but the taste lacked more flavor than it looked .,flavor,negative
1324,a must for all the dosa lovers .,dosa,positive
1477,"the portions are huge , so it might be good to order three things to split ( rather than one appetizer and entree per person ) for two people .",portions,positive
1477,"the portions are huge , so it might be good to order three things to split ( rather than one appetizer and entree per person ) for two people .",appetizer,neutral
1477,"the portions are huge , so it might be good to order three things to split ( rather than one appetizer and entree per person ) for two people .",entree,neutral
3059,the appetizers are just ok and the main courses were decidedly subpar .,appetizers,neutral
3059,the appetizers are just ok and the main courses were decidedly subpar .,main courses,negative
2365,someone else recommended the dessert - we also left that .,dessert,negative
264,the exotic food is beautifully presented and is a delight in delicious combinations .,exotic food,positive
3525,the staff is very attentive and we can almost always get a table .,staff,positive
3525,the staff is very attentive and we can almost always get a table .,table,positive
731,"try the mediterranean salad , it is a true experience for your taste buds ! !",mediterranean salad,positive
1564,people are always friendly .,people,positive
1069,the cream cheeses are out of this world and i love that coffee ! !,cream cheeses,positive
1069,the cream cheeses are out of this world and i love that coffee ! !,coffee,positive
3118,"from the entrees to the sides to the drinks , everything was creatively prepared yet still simple .",drinks,positive
744,service was prompt and courteous .,service,positive
1382,it was not above ordinary and the beef version had cheap ( undercooked ) beef .,beef version,negative
1382,it was not above ordinary and the beef version had cheap ( undercooked ) beef .,beef,negative
3665,"chance is a small cozy restaurant , with a romantic feel to it , the decor is great .",decor,positive
1128,"it was nice and fresh , but i ca n't give it high scores on being authentic thai .",thai,negative
566,"got club soda , filled with ice , no lime .","club soda , filled with ice , no lime",neutral
2646,"only wine and beer are served , but the house varieties are actually quite good .",wine,neutral
2646,"only wine and beer are served , but the house varieties are actually quite good .",beer,neutral
2646,"only wine and beer are served , but the house varieties are actually quite good .",house varieties,positive
2646,"only wine and beer are served , but the house varieties are actually quite good .",served,negative
1576,this place must have cost the owners fortune to build .,owners,neutral
1576,this place must have cost the owners fortune to build .,cost,negative
3434,"oh , and the complimentary pudding dessert was just enough yummy !",pudding dessert,positive
2064,we split a tasty vegetable samosa and the malai tikka wrap .,vegetable samosa,positive
2064,we split a tasty vegetable samosa and the malai tikka wrap .,malai tikka wrap,positive
1191,knowledge of the chef and the waitress are below average .,chef,negative
1191,knowledge of the chef and the waitress are below average .,waitress,negative
626,we were walking around the village and went into this place just for some drinks .,drinks,neutral
1673,decent wine selection too .,wine selection,positive
1879,"it saves walking in and waiting for a table in the often noisy , crowded bar at dinnertime .",bar,negative
1879,"it saves walking in and waiting for a table in the often noisy , crowded bar at dinnertime .",waiting,negative
1879,"it saves walking in and waiting for a table in the often noisy , crowded bar at dinnertime .",table,negative
2637,i have to say i have never had a disappointing meal here .,meal,positive
2605,mine was a little burnt but still delicious with goat cheese and Pratchett ( radicchio was kind of bitter though ) .,goat cheese,positive
2605,mine was a little burnt but still delicious with goat cheese and Pratchett ( radicchio was kind of bitter though ) .,Pratchett,positive
2605,mine was a little burnt but still delicious with goat cheese and Pratchett ( radicchio was kind of bitter though ) .,radicchio,negative
1415,"disappointing food , lousy service .",food,negative
1415,"disappointing food , lousy service .",service,negative
1945,"if you want a casual neighborhood bistro that has great food and excellent service , this is the place .",food,positive
1945,"if you want a casual neighborhood bistro that has great food and excellent service , this is the place .",service,positive
612,great place to go for a drink too because they have 100 kinds of beer .,kinds of beer,positive
612,great place to go for a drink too because they have 100 kinds of beer .,drink,neutral
2916,"over price , and small portions .",price,negative
2916,"over price , and small portions .",portions,negative
859,"meanwhile , the bartender continued to pour champagne from his reserve after we had finished our bottle and we enjoyed an amuse of turnip soup with pureed basil , gratis .",bartender,positive
859,"meanwhile , the bartender continued to pour champagne from his reserve after we had finished our bottle and we enjoyed an amuse of turnip soup with pureed basil , gratis .",champagne,neutral
859,"meanwhile , the bartender continued to pour champagne from his reserve after we had finished our bottle and we enjoyed an amuse of turnip soup with pureed basil , gratis .",turnip soup with pureed basil,positive
750,the food was well prepared and the service impeccable .,food,positive
750,the food was well prepared and the service impeccable .,service,positive
2645,"but their best dish is the thai spiced curry noodles with shrimp - a dish that would cost $ 23.95 is most places , but it is $ 16 here .",dish,positive
2645,"but their best dish is the thai spiced curry noodles with shrimp - a dish that would cost $ 23.95 is most places , but it is $ 16 here .",thai spiced curry noodles with shrimp,positive
2645,"but their best dish is the thai spiced curry noodles with shrimp - a dish that would cost $ 23.95 is most places , but it is $ 16 here .",dish,positive
2645,"but their best dish is the thai spiced curry noodles with shrimp - a dish that would cost $ 23.95 is most places , but it is $ 16 here .",cost,positive
2267,"good , dark atmosphere and the music is a nice touch .",atmosphere,positive
2267,"good , dark atmosphere and the music is a nice touch .",music,positive
2453,"my husband said the portions were very small , but if my main course was good to eat the portion would 've been fine for me .",portions,negative
2453,"my husband said the portions were very small , but if my main course was good to eat the portion would 've been fine for me .",portion,positive
2453,"my husband said the portions were very small , but if my main course was good to eat the portion would 've been fine for me .",main course,negative
2193,but the thai is definitely not great -- bland and undistinguished .,thai,negative
4,"great for groups , great for a date , great for early brunch or a nightcap .",brunch,positive
4,"great for groups , great for a date , great for early brunch or a nightcap .",nightcap,positive
2030,our friendly server made great food suggestions and also sent both the sommelier and the frontage to the table to help suggest different pairings for wine and cheese .,food suggestions,positive
2030,our friendly server made great food suggestions and also sent both the sommelier and the frontage to the table to help suggest different pairings for wine and cheese .,server,positive
2030,our friendly server made great food suggestions and also sent both the sommelier and the frontage to the table to help suggest different pairings for wine and cheese .,sommelier,positive
2030,our friendly server made great food suggestions and also sent both the sommelier and the frontage to the table to help suggest different pairings for wine and cheese .,frontage,positive
2030,our friendly server made great food suggestions and also sent both the sommelier and the frontage to the table to help suggest different pairings for wine and cheese .,wine,neutral
3239,"because we did n't have a reservation , we could only sit in the back garden , but it was great , secluded and perfect in nice weather .",back garden,positive
3239,"because we did n't have a reservation , we could only sit in the back garden , but it was great , secluded and perfect in nice weather .",reservation,negative
1660,stuffing yourself with japanese food is a rare thing .,japanese food,neutral
2855,while the food was good ( certainly no il mulino ) the service was horrendous .,food,positive
2855,while the food was good ( certainly no il mulino ) the service was horrendous .,service,negative
2774,service is not what one would expect from a joint in this price category .,service,negative
2774,service is not what one would expect from a joint in this price category .,price category,negative
1575,our family never expected such incredible entertainment in a restaurant .,entertainment,positive
1608,great pizza for lunch place .,pizza,positive
835,the food was very expensive ( we spent $ 160 for lunch for two ) but extremely tasty .,lunch,negative
377,we were a group of 8 and well seed .,seed,positive
2808,"the signs , the specials menus , food , and even all the waitstaff are all totally japanese .",signs,positive
2808,"the signs , the specials menus , food , and even all the waitstaff are all totally japanese .",specials menus,positive
2808,"the signs , the specials menus , food , and even all the waitstaff are all totally japanese .",food,positive
2808,"the signs , the specials menus , food , and even all the waitstaff are all totally japanese .",waitstaff,positive
2183,"i love their spicy scallop roll , and my boyfriend consistently gets the sesame chicken .",scallop roll,positive
2183,"i love their spicy scallop roll , and my boyfriend consistently gets the sesame chicken .",sesame chicken,positive
2841,"i 'm no food critic , but i 'd like to think i have a tiny bit of experience under my belt having lived in ny for the last 11 years .",food,neutral
1418,i noted it was crossed off on the bill .,bill,neutral
287,best dish is nor wrapped tuna .,nor wrapped tuna,positive
287,best dish is nor wrapped tuna .,dish,positive
814,the food was absolutely amazing ! !,food,positive
3112,some servers make you feel like they are doing you a favor to bring you the food .,food,neutral
2413,"an excellent alternative to fast food joints and ordering in but , the food was slightly disappointing .",food,negative
3435,mermaid inn is an overall good restaurant with really good seafood .,seafood,positive
664,the staff is also attentive and friendly .,staff,positive
1644,the all you can eat deal is truly amazing here .,all you can eat deal,positive
2036,"that is a problem since we paid about 20 bucks a dish , and had to order 5 dishes to get a decent taste .",dish,negative
2036,"that is a problem since we paid about 20 bucks a dish , and had to order 5 dishes to get a decent taste .",taste,neutral
2036,"that is a problem since we paid about 20 bucks a dish , and had to order 5 dishes to get a decent taste .",dishes,negative
2101,they were such a rip-off ( $ 8.95 for four small meat patties in steamed buns ) and not worth trying .,meat patties in steamed buns,negative
1822,all of the pizzas are terrific and the price is even better !,pizzas,positive
1822,all of the pizzas are terrific and the price is even better !,price,positive
2537,"it is about food and ambiance , and imagine how dreadful it will be it we only had to listen to an idle engine .",food,negative
2537,"it is about food and ambiance , and imagine how dreadful it will be it we only had to listen to an idle engine .",ambiance,negative
1594,the food was good too .,food,positive
3572,"immediately after we paid , the waiter took the money and said , okay , you guys are outta here .",waiter,negative
845,the dining room is quietly elegant with no music to shout over -- how refreshing !,music,positive
3004,"admittedly , this is not the place for gigantic pieces of fish overflowing the plate ( and thank goodness , in my opinion ) but for simple , elegant sushi there is no better place in new york or anywhere in the us .",sushi,positive
3004,"admittedly , this is not the place for gigantic pieces of fish overflowing the plate ( and thank goodness , in my opinion ) but for simple , elegant sushi there is no better place in new york or anywhere in the us .",fish,neutral
1327,the menu seemed to have a wide variety of dishes for seafood lovers and interesting ways of preparing them .,variety of dishes,positive
1327,the menu seemed to have a wide variety of dishes for seafood lovers and interesting ways of preparing them .,seafood,positive
2681,the white bean brushstroke to start was incredible and the pasta was phenomenal .,pasta,positive
3361,the rest of the menu is limited by everything is good eats .,eats,positive
789,the menu is nothing like the one on the website .,menu,negative
782,"great food , great lay out and awesome service .",food,positive
782,"great food , great lay out and awesome service .",lay out,positive
782,"great food , great lay out and awesome service .",service,positive
3148,ive asked a cart attendant for a lotus leaf wrapped rice and she replied back rice and just walked away .,cart attendant,negative
3148,ive asked a cart attendant for a lotus leaf wrapped rice and she replied back rice and just walked away .,lotus leaf wrapped rice,neutral
3148,ive asked a cart attendant for a lotus leaf wrapped rice and she replied back rice and just walked away .,rice,neutral
3682,"the wait staff is very friendly , they make it feel like you 're eating in a friendly little european town .",wait staff,positive
205,"the waitstaff are all very busy , it 's not outstanding service , but i 've never been dealt with rudely .",waitstaff,negative
655,i have lived in japan for 7 years and the taste of the food and the feel of the restaurant is like being back in japan .,food,positive
655,i have lived in japan for 7 years and the taste of the food and the feel of the restaurant is like being back in japan .,feel,positive
655,i have lived in japan for 7 years and the taste of the food and the feel of the restaurant is like being back in japan .,taste,positive
132,"they have it all -- great price , food , and service .",price,positive
132,"they have it all -- great price , food , and service .",food,positive
132,"they have it all -- great price , food , and service .",service,positive
3382,"the flavors are great , and the menu is extensive .",flavors,positive
3382,"the flavors are great , and the menu is extensive .",menu,positive
2850,"the food was amazing , the service was so attentive and personable , and how about that ambience !",food,positive
2850,"the food was amazing , the service was so attentive and personable , and how about that ambience !",service,positive
2850,"the food was amazing , the service was so attentive and personable , and how about that ambience !",ambience,positive
708,"this place has the best interior i have seen anywhere in the northside of burg , and will impress whoever you bring there .",place,positive
978,the food has been consistant for years and it never lets you down .,food,positive
1029,i found the variety of the sashimi plate to be satisfying - fresh and yummy .,sashimi plate,positive
3470,"and forget what you read under me , the atmosphere is n't that bad either .",atmosphere,neutral
163,"we could n't carry our conversation as we were routinely interrupted by waitress and servants asking us to order and hinting that we 're taking too much time -- amazing , we just sat down .",waitress,negative
163,"we could n't carry our conversation as we were routinely interrupted by waitress and servants asking us to order and hinting that we 're taking too much time -- amazing , we just sat down .",servants,negative
1017,sometimes i get good food and ok service .,food,positive
1017,sometimes i get good food and ok service .,service,neutral
757,"it 's a place for people who pay a lot for mediocre food , noise and a chance to be with their fellow bridge and tunnel folks .",food,neutral
757,"it 's a place for people who pay a lot for mediocre food , noise and a chance to be with their fellow bridge and tunnel folks .",noise,negative
472,"after complaining about the chicken dish , the manager came over to tell us that , no one had ever complained before , and that we just did n't know what the dish was supposed to taste like .",chicken dish,negative
472,"after complaining about the chicken dish , the manager came over to tell us that , no one had ever complained before , and that we just did n't know what the dish was supposed to taste like .",manager,negative
472,"after complaining about the chicken dish , the manager came over to tell us that , no one had ever complained before , and that we just did n't know what the dish was supposed to taste like .",dish,neutral
1339,went for a late weekday lunch .,lunch,neutral
3649,bartender was unable to tear himself away from friends at bar .,bartender,negative
3649,bartender was unable to tear himself away from friends at bar .,bar,neutral
1140,"anyways , if you 're in the neighborhood to eat good food , i would n't waste my time trying to find something , rather go across the street to tamari .",food,positive
2337,kinda also offers prix fixe lunch and buffet .,prix fixe lunch,positive
2337,kinda also offers prix fixe lunch and buffet .,buffet,positive
2818,this was my frist time at cafe st. bart 's and i must say how delicious the food and the service was .,food,positive
2818,this was my frist time at cafe st. bart 's and i must say how delicious the food and the service was .,service,positive
162,went on a double date with friend and his girlfriend for a few drinks and appetizers .,drinks,neutral
162,went on a double date with friend and his girlfriend for a few drinks and appetizers .,appetizers,neutral
1216,great place to grab a hot bagel on the way to work .,hot bagel,positive
3530,"it 's like they took leftover chicken , poured oil and sprinkled pepper powder over it ( the sauce was translucent and red ) .",chicken,negative
3530,"it 's like they took leftover chicken , poured oil and sprinkled pepper powder over it ( the sauce was translucent and red ) .",oil,neutral
3530,"it 's like they took leftover chicken , poured oil and sprinkled pepper powder over it ( the sauce was translucent and red ) .",pepper powder,neutral
3530,"it 's like they took leftover chicken , poured oil and sprinkled pepper powder over it ( the sauce was translucent and red ) .",sauce,negative
951,"one would think we 'd get an apology or complimentary drinks - instead , we got a snobby waiter would n't even take our order for 15 minutes and gave us lip when we asked him to do so .",waiter,negative
951,"one would think we 'd get an apology or complimentary drinks - instead , we got a snobby waiter would n't even take our order for 15 minutes and gave us lip when we asked him to do so .",drinks,neutral
1304,"we actually gave 10 % tip ( which we have never done despite mediocre food and service ) , because we felt totally ripped off .",food,neutral
1304,"we actually gave 10 % tip ( which we have never done despite mediocre food and service ) , because we felt totally ripped off .",service,neutral
1304,"we actually gave 10 % tip ( which we have never done despite mediocre food and service ) , because we felt totally ripped off .",tip,negative
1856,we were looking forward to nice glass of sangria when we arrived .,glass of sangria,positive
3318,i would highly recommend requesting a table by the window .,table by the window,positive
1335,"while we enjoyed the food , we were highly disappointed by the poor service ( waiter was not quite competent and slow service ) and lack of remorse .",food,positive
1335,"while we enjoyed the food , we were highly disappointed by the poor service ( waiter was not quite competent and slow service ) and lack of remorse .",service,negative
1335,"while we enjoyed the food , we were highly disappointed by the poor service ( waiter was not quite competent and slow service ) and lack of remorse .",waiter,negative
1335,"while we enjoyed the food , we were highly disappointed by the poor service ( waiter was not quite competent and slow service ) and lack of remorse .",service,negative
401,"the service , however , was a bright flower in a garden .",service,positive
2944,we 've been to grocery three times and not once has an item on the menu disappointed .,menu,positive
3298,"the food is very good too but for the most part , it 's just regular food , nothing special .",food,positive
3298,"the food is very good too but for the most part , it 's just regular food , nothing special .",food,neutral
1344,a touch more jalapeno heat for contrast and it would have been very good indeed .,jalapeno,positive
1381,tried the pad see ew on the recommendation of the last reviewer since it 's one of my favorite dishes .,dishes,positive
3658,"we ate out in the back patio , which is worth it as it 's cool and the music is hear well there .",music,positive
1840,the location is perfect .,location,positive
2702,"guacamole shrimp appetizer was really great , we both had the filet , very good , did n't much like the frites that came with , but the filet was so good , neither of us cared .",guacamole shrimp appetizer,positive
2702,"guacamole shrimp appetizer was really great , we both had the filet , very good , did n't much like the frites that came with , but the filet was so good , neither of us cared .",frites,negative
2702,"guacamole shrimp appetizer was really great , we both had the filet , very good , did n't much like the frites that came with , but the filet was so good , neither of us cared .",filet,positive
1363,this food is asian air fusion .,food,neutral
1065,nothing fancy but really good food with pretty reasonable price .,food,positive
1065,nothing fancy but really good food with pretty reasonable price .,price,positive
2137,"the chicken pot pie is exceptional , the cheeseburger huge and delectable , and the service professional wan warm .",cheeseburger,positive
2137,"the chicken pot pie is exceptional , the cheeseburger huge and delectable , and the service professional wan warm .",service,positive
2884,"while i quite liked the food and the ambience , i 'm not quite sure if it they really deserve it the michelin rating they have displayed so proudly in the window .",food,positive
2884,"while i quite liked the food and the ambience , i 'm not quite sure if it they really deserve it the michelin rating they have displayed so proudly in the window .",ambience,positive
1099,once for dinner and once for brunch .,dinner,neutral
1099,once for dinner and once for brunch .,brunch,neutral
2042,not worth the prices .,prices,negative
1114,from the moment you enter till the moment you walk out the friendly and helpful staff was was just fantastic .,staff,positive
233,service was good and food is wonderful .,service,positive
233,service was good and food is wonderful .,food,positive
3276,she gets 10 for her excellent service and advice .,service,positive
960,the restaurant is a bit noisy but that is something that can be overlooked once you sit down and enjoy a great meal,meal,positive
3555,"being a fan of spicy ethnic foods , indian included , i made friends with this place long ago .",spicy ethnic foods,positive
2477,and i say snacking because it really is not set up to be a proper dinner .,dinner,negative
2477,and i say snacking because it really is not set up to be a proper dinner .,snacking,neutral
1095,the quality of food at this restaurant accompanied by fantastic live jazz makes this place a perfect 10 !,quality of food,positive
696,"i have eaten at saul , many times , the food is always consistently , outrageously good .",food,positive
768,"if your visiting , you 'll enjoy the ambiance and the fact that it 's in time sq ...",ambiance,positive
3636,"we were on our way back to nj , and since i am in ny , we figured why not grab some food ?",food,neutral
211,service and food is what any one would expect when spending that type of money .,service,neutral
211,service and food is what any one would expect when spending that type of money .,food,neutral
801,every course was better than the next .,course,positive
266,the staff is incredibly helpful and attentive .,staff,positive
1986,"if presentation and service is your thing , then this magic show works .",service,positive
1240,"apparently , the good cook works then .",cook,positive
1787,the yellowtail was particularly good as well .,yellowtail,positive
2349,i ate clams oregano and spectacular salad with perfectly marinated cucumbers and tomatoes with lots of shrimp and basil .,clams oregano,positive
2349,i ate clams oregano and spectacular salad with perfectly marinated cucumbers and tomatoes with lots of shrimp and basil .,salad with perfectly marinated cucumbers and tomatoes with lots of shrimp and basil,positive
2485,"the menu changed , portions were even smaller than before , a lentil dish was salty beyond edibility , a basmati rice dish lacked flavor .",menu,negative
2485,"the menu changed , portions were even smaller than before , a lentil dish was salty beyond edibility , a basmati rice dish lacked flavor .",portions,negative
2485,"the menu changed , portions were even smaller than before , a lentil dish was salty beyond edibility , a basmati rice dish lacked flavor .",lentil dish,negative
2485,"the menu changed , portions were even smaller than before , a lentil dish was salty beyond edibility , a basmati rice dish lacked flavor .",basmati rice dish,negative
2485,"the menu changed , portions were even smaller than before , a lentil dish was salty beyond edibility , a basmati rice dish lacked flavor .",flavor,negative
2412,"spice is sleek , modern and cool with a menu that will not hurt your wallet .",menu,positive
2647,patroon features a nice cigar bar and has great staff .,cigar bar,positive
2647,patroon features a nice cigar bar and has great staff .,staff,positive
714,very affordable and excellent ambient !,ambient,positive
3002,"more important , the sushi rivals the best in tokyo .",sushi,positive
2616,i have never had cheesecake like this .,cheesecake,positive
2410,"my co-workers had to wait almost an hour for delivery , only to discover that what they got was not what they ordered .",delivery,negative
3206,its a go-to for dates as well as entertaining out of town guests .,entertaining,positive
837,why do people rave about the ambience .,ambience,negative
1244,were meeting up with some friends for a drink at lafayette 161 and happened to walk by thai angel famished .,drink,neutral
1343,"fluke sashimi drizzled with jalapeno lime olive oil , the fruit of the oil nicely highlighting the fish 's sweetness .",fluke sashimi,positive
1343,"fluke sashimi drizzled with jalapeno lime olive oil , the fruit of the oil nicely highlighting the fish 's sweetness .",jalapeno lime olive oil,positive
1343,"fluke sashimi drizzled with jalapeno lime olive oil , the fruit of the oil nicely highlighting the fish 's sweetness .",fruit of the oil,positive
1343,"fluke sashimi drizzled with jalapeno lime olive oil , the fruit of the oil nicely highlighting the fish 's sweetness .",fish,positive
348,great sushi experience .,sushi,positive
1956,"if you 're looking for a great meal at a decent price , go to del frisco 's !",meal,positive
1956,"if you 're looking for a great meal at a decent price , go to del frisco 's !",price,positive
2039,they charge $ 6.00 for rice .,rice,negative
2990,my steak au poivre was one of the worst i 've had .,steak au poivre,negative
1779,the owner and staff are all japanese as well and that adds to the entire ambiance .,staff,positive
1779,the owner and staff are all japanese as well and that adds to the entire ambiance .,ambiance,positive
142,"try the congee and the donut like deep fried dough they call ow ley soh , a delicious and sweet tasting bread .",congee,positive
142,"try the congee and the donut like deep fried dough they call ow ley soh , a delicious and sweet tasting bread .",bread,positive
142,"try the congee and the donut like deep fried dough they call ow ley soh , a delicious and sweet tasting bread .",donut like deep fried dough they call ow ley soh,positive
2768,"although the tables may be closely situated , the candle light , food quality and service overcompensate .",candle light,positive
2768,"although the tables may be closely situated , the candle light , food quality and service overcompensate .",food quality,positive
2768,"although the tables may be closely situated , the candle light , food quality and service overcompensate .",service,positive
2768,"although the tables may be closely situated , the candle light , food quality and service overcompensate .",tables,negative
812,the food was delicious and the waiter was incredibly helpful and attentive ( considering we were the only ones there for the first hour ) .,food,positive
812,the food was delicious and the waiter was incredibly helpful and attentive ( considering we were the only ones there for the first hour ) .,waiter,positive
218,"from the spectacular caviar to the hospitable waitstaff , i felt like royalty and enjoyed every second of it .",caviar,positive
218,"from the spectacular caviar to the hospitable waitstaff , i felt like royalty and enjoyed every second of it .",waitstaff,positive
1204,"perhaps this food is considered extreme to an upper east side resident , but for the rest of us who 've actually eaten ethnic food , this is simply dull .",ethnic food,negative
2239,this little place definitely exceeded my expectations and you sure get a lot of food for your money .,money,positive
3493,"ambience is delightful , service impeccable .",service,positive
503,"service was excellent , and the ac worked very well too ( thank god , it was hot ! ) .",service,positive
1606,"both are delicious , the cooks are friendly and are willing to take a moment and speak to you and shake your hand .",cooks,positive
300,my friend ordered some of their special sushi rolls which had excellent presentation and tasted great !,sushi rolls,positive
2334,although be warned their dinner menu to sit and take out prices are different .,prices,neutral
2334,although be warned their dinner menu to sit and take out prices are different .,dinner menu to sit,neutral
2334,although be warned their dinner menu to sit and take out prices are different .,take out,neutral
2079,"the staff was accomodating , the food was absolutely delicious and the place is lovely .",food,positive
2079,"the staff was accomodating , the food was absolutely delicious and the place is lovely .",place,positive
1424,"my picks are : - scallion pancake ( fried with vegetable juice , very special and tasty ) - guizhou chicken - shredded squid family style ( one of my personal favorites ) - sichuan spicy soft shell crab - shush fish ( this one is for hardcore sichuan food fans , i would n't recommend to my american friends as it 's very spicy .",scallion pancake,positive
1424,"my picks are : - scallion pancake ( fried with vegetable juice , very special and tasty ) - guizhou chicken - shredded squid family style ( one of my personal favorites ) - sichuan spicy soft shell crab - shush fish ( this one is for hardcore sichuan food fans , i would n't recommend to my american friends as it 's very spicy .",vegetable juice,positive
1424,"my picks are : - scallion pancake ( fried with vegetable juice , very special and tasty ) - guizhou chicken - shredded squid family style ( one of my personal favorites ) - sichuan spicy soft shell crab - shush fish ( this one is for hardcore sichuan food fans , i would n't recommend to my american friends as it 's very spicy .",guizhou chicken,positive
1424,"my picks are : - scallion pancake ( fried with vegetable juice , very special and tasty ) - guizhou chicken - shredded squid family style ( one of my personal favorites ) - sichuan spicy soft shell crab - shush fish ( this one is for hardcore sichuan food fans , i would n't recommend to my american friends as it 's very spicy .",shredded squid family style,positive
1424,"my picks are : - scallion pancake ( fried with vegetable juice , very special and tasty ) - guizhou chicken - shredded squid family style ( one of my personal favorites ) - sichuan spicy soft shell crab - shush fish ( this one is for hardcore sichuan food fans , i would n't recommend to my american friends as it 's very spicy .",sichuan spicy soft shell crab,positive
1424,"my picks are : - scallion pancake ( fried with vegetable juice , very special and tasty ) - guizhou chicken - shredded squid family style ( one of my personal favorites ) - sichuan spicy soft shell crab - shush fish ( this one is for hardcore sichuan food fans , i would n't recommend to my american friends as it 's very spicy .",shush fish,positive
1424,"my picks are : - scallion pancake ( fried with vegetable juice , very special and tasty ) - guizhou chicken - shredded squid family style ( one of my personal favorites ) - sichuan spicy soft shell crab - shush fish ( this one is for hardcore sichuan food fans , i would n't recommend to my american friends as it 's very spicy .",sichuan food,neutral
1294,they smell like they stuff them with old canned vegetables like the spinach mushroom calzone .,spinach mushroom calzone,negative
1294,they smell like they stuff them with old canned vegetables like the spinach mushroom calzone .,canned vegetables,negative
2361,"to celebrate a birthday , three of us went to mare anticipating great food .",food,neutral
316,there was a great deal for 6 blue point oysters and a beer or glass of wine for $ 8 !,blue point oysters,neutral
316,there was a great deal for 6 blue point oysters and a beer or glass of wine for $ 8 !,beer,neutral
316,there was a great deal for 6 blue point oysters and a beer or glass of wine for $ 8 !,glass of wine,neutral
1393,i really liked the noodle dishes at rice avenue compared to their green curry dish .,noodle dishes,positive
1393,i really liked the noodle dishes at rice avenue compared to their green curry dish .,green curry dish,negative
1317,"but for whatever reason , prices are about twice as high .",prices,negative
1213,i am relatively new to the area and tried pick a gel on 2nd and was disappointed with the service and i thought the food was overate and on the pricey side .,service,negative
1213,i am relatively new to the area and tried pick a gel on 2nd and was disappointed with the service and i thought the food was overate and on the pricey side .,food,negative
1281,great atmosphere and worth every bit .,atmosphere,positive
2262,"the spicy tuna roll was unusually good and the rock shrimp tempura was awesome , great appetizer to share !",spicy tuna roll,positive
2262,"the spicy tuna roll was unusually good and the rock shrimp tempura was awesome , great appetizer to share !",rock shrimp tempura,positive
2262,"the spicy tuna roll was unusually good and the rock shrimp tempura was awesome , great appetizer to share !",appetizer,positive
3456,the staff was knowledgeable and full of personality .,staff,positive
1738,great staff .,staff,positive
1081,"only complaint would be that at an average cost of $ 12 $ 15 per meal , i 'd like not to have to worry about finding a seat !",cost,negative
1081,"only complaint would be that at an average cost of $ 12 $ 15 per meal , i 'd like not to have to worry about finding a seat !",seat,negative
1117,"to finish off such a delightful dinner experience you must have dessert , especially the white chocolate bread pudding with gelato and hot chocolate .",dessert,positive
1117,"to finish off such a delightful dinner experience you must have dessert , especially the white chocolate bread pudding with gelato and hot chocolate .",white chocolate bread pudding with gelato and hot chocolate,positive
1117,"to finish off such a delightful dinner experience you must have dessert , especially the white chocolate bread pudding with gelato and hot chocolate .",dinner,positive
306,the banana tower is an amazing dessert as well .,banana tower,positive
306,the banana tower is an amazing dessert as well .,dessert,positive
94,"excellent atmosphere , delicious dishes good and friendly service .",atmosphere,positive
94,"excellent atmosphere , delicious dishes good and friendly service .",dishes,positive
94,"excellent atmosphere , delicious dishes good and friendly service .",service,positive
1015,a cool place to hang with your friends for a couple of healthy drinks and desserts .,place,positive
1015,a cool place to hang with your friends for a couple of healthy drinks and desserts .,drinks,positive
1015,a cool place to hang with your friends for a couple of healthy drinks and desserts .,desserts,positive
1901,"great vibe , lots of people .",vibe,positive
